account,opportunity_id,sales_agent,deal_stage,product,created_date,close_date,close_value
Doncon,AJQC76NI,Zane Levy,Won,GTXPro,2017-07-02,2017-08-26,4655
Massive Dynamic,PH5GSB37,Boris Faz,Won,GTXPro,2017-07-03,2017-08-26,5833
Condax,9OLZU3WB,Cecily Lampkin,Won,MG Special,2017-07-03,2017-09-23,47
Warephase,JDXET5H9,Cecily Lampkin,Won,MG Special,2017-07-03,2017-08-31,51
Inity,8RE1600O,Darcel Schlecht,Lost,GTXPro,2017-07-03,2017-07-04,0
Gogozoom,NGMC9NSG,Darcel Schlecht,Lost,MG Advanced,2017-07-03,2017-07-12,0
Initech,G6FKELQV,Donn Cantrell,Lost,GTX Basic,2017-07-03,2017-09-25,0
Plussunin,IKNMU8HM,Donn Cantrell,Lost,GTX Plus Pro,2017-07-03,2017-09-10,0
Kan-code,AHIDE6VS,Donn Cantrell,Won,GTX Basic,2017-07-03,2017-07-12,540
Konex,YZJLPVJG,Donn Cantrell,Won,GTX Plus Pro,2017-07-03,2017-07-04,4915
Rantouch,GOSCKNUX,James Ascencio,Lost,GTX Plus Pro,2017-07-03,2017-07-04,0
Singletechno,GC3IVG7S,James Ascencio,Lost,GTX Plus Pro,2017-07-03,2017-07-05,0
Sunnamplex,S81YI4QH,James Ascencio,Lost,GTX Plus Pro,2017-07-03,2017-07-10,0
Lexiqvolax,M3MJY0CK,James Ascencio,Won,GTX Plus Pro,2017-07-03,2017-09-27,6693
Hottechi,H2HNTSIP,Jonathan Berthelot,Won,MG Advanced,2017-07-03,2017-07-05,3101
Y-corporation,8APZZ20T,Kami Bicknell,Lost,GTX Plus Basic,2017-07-03,2017-08-15,0
Hatfan,RABLXW5E,Kami Bicknell,Won,MG Special,2017-07-03,2017-09-02,56
,35LLMROC,Kary Hendrixson,In Progress,GTX Basic,2017-07-03,,
Cheers,TJTOVN5K,Kary Hendrixson,Won,GTX Plus Basic,2017-07-03,2017-07-12,935
Singletechno,1IG94UUQ,Kary Hendrixson,Won,GTX Plus Basic,2017-07-03,2017-07-13,1133
Y-corporation,MN8UHP5B,Kary Hendrixson,Won,GTXPro,2017-07-03,2017-08-12,4904
Bioholding,D7JDQB12,Lajuana Vencill,Won,MG Advanced,2017-07-03,2017-09-23,2857
Dontechi,GWI45VGH,Lajuana Vencill,Won,MG Advanced,2017-07-03,2017-09-02,3118
Funholding,G3TZD0CB,Marty Freudenburg,Won,GTX Plus Basic,2017-07-03,2017-07-11,1204
Y-corporation,1PAPS9QO,Maureen Marcano,Lost,MG Advanced,2017-07-03,2017-07-09,0
Conecom,WXCEZ7JY,Moses Frase,Won,GTX Basic,2017-07-03,2017-09-06,376
Toughzap,WR45SVGN,Versie Hillebrand,Won,GTX Basic,2017-07-03,2017-11-02,511
Lexiqvolax,WAFSPTW6,Vicki Laflamme,Won,GTX Basic,2017-07-03,2017-07-14,491
Donware,5FYPINRL,Violet Mclelland,Lost,MG Special,2017-07-03,2017-07-16,0
Betasoloin,VLPSQ076,Wilburn Farren,Lost,MG Advanced,2017-07-03,2017-07-12,0
Donquadtech,3AX6QBR3,Wilburn Farren,Won,MG Advanced,2017-07-03,2017-09-07,3101
Y-corporation,ZY3AVAK0,Zane Levy,Lost,MG Special,2017-07-03,2017-08-22,0
Cancity,FVCL72VU,Anna Snelling,Lost,GTX Plus Pro,2017-07-04,2017-07-14,0
Dontechi,24OSGLGF,Anna Snelling,Won,MG Special,2017-07-04,2017-07-06,56
Scottech,49T60OCI,Cassey Cress,In Progress,GTX Plus Pro,2017-07-04,,
Opentech,31NQQEEO,Cassey Cress,Lost,GTX Basic,2017-07-04,2017-09-11,0
Inity,ADRU5BLP,Darcel Schlecht,Lost,GTX Plus Basic,2017-07-04,2017-07-12,0
Ron-tech,AUPXRV8O,Darcel Schlecht,Won,GTX Plus Basic,2017-07-04,2017-09-05,1300
Rundofase,CI00UV0Y,Darcel Schlecht,Won,GTXPro,2017-07-04,2017-07-05,4544
Mathtouch,VH3C0A8F,Donn Cantrell,Lost,GTX Basic,2017-07-04,2017-07-05,0
Plussunin,1E5MFGR7,Donn Cantrell,Lost,GTX Basic,2017-07-04,2017-09-26,0
Betasoloin,TS2JEK3E,Donn Cantrell,Won,GTX Basic,2017-07-04,2017-09-23,531
Bubba Gump,4R0TB2CL,Donn Cantrell,Won,GTXPro,2017-07-04,2017-07-13,4669
Inity,5OJ3QR1W,Gladys Colclough,Lost,MG Special,2017-07-04,2017-11-03,0
Goodsilron,R162LSFR,Kami Bicknell,Lost,GTXPro,2017-07-04,2017-07-06,0
,W07RZO17,Kary Hendrixson,In Progress,MG Advanced,2017-07-04,,
Dalttechnology,X7J3O7TC,Kary Hendrixson,Lost,GTX Basic,2017-07-04,2017-07-11,0
Green-Plus,Q7RV0YW6,Kary Hendrixson,Lost,GTX Plus Basic,2017-07-04,2017-07-10,0
Plexzap,S5E8MBO3,Markita Hansen,Lost,GTX Basic,2017-07-04,2017-09-19,0
,UGB3A3CE,Maureen Marcano,In Progress,MG Special,2017-07-04,,
Hottechi,QE6A49LE,Moses Frase,Lost,MG Special,2017-07-04,2017-07-11,0
Domzoom,XGMMHWZC,Moses Frase,Won,GTX Basic,2017-07-04,2017-09-25,475
Ron-tech,7MK55ULJ,Moses Frase,Won,GTX Plus Basic,2017-07-04,2017-07-05,1102
Zumgoity,0VZIDVCC,Moses Frase,Won,MG Special,2017-07-04,2017-07-09,55
Treequote,D1XYQH35,Niesha Huffines,Lost,GTX Basic,2017-07-04,2017-07-15,0
Scottech,XAR2VX09,Versie Hillebrand,Lost,MG Special,2017-07-04,2017-07-06,0
Cancity,YTQH4YM9,Versie Hillebrand,Won,MG Special,2017-07-04,2017-07-05,63
Kan-code,KMLW6GXY,Vicki Laflamme,Lost,MG Advanced,2017-07-04,2017-07-12,0
Plusstrip,IG734VZK,Vicki Laflamme,Won,GTX Plus Pro,2017-07-04,2017-07-14,5971
Ganjaflex,W3C2KLXD,Wilburn Farren,Won,GTX Plus Pro,2017-07-04,2017-08-27,5710
Rantouch,8Z1SIQSI,Zane Levy,Lost,GTXPro,2017-07-04,2017-07-09,0
Plexzap,IZJR1WDM,Zane Levy,Won,MG Special,2017-07-04,2017-09-21,52
Domzoom,5MRPZ44K,Anna Snelling,Won,GTX Basic,2017-07-05,2017-08-28,522
,AWORM94L,Cassey Cress,In Progress,GTX Basic,2017-07-05,,
Iselectrics,W0LFL18P,Cassey Cress,Lost,GTX Plus Basic,2017-07-05,2017-07-12,0
Zathunicon,5H9ELV2H,Cassey Cress,Lost,GTX Plus Pro,2017-07-05,2017-07-13,0
Betasoloin,KDDN1E4O,Cassey Cress,Won,GTX Plus Basic,2017-07-05,2017-07-14,1109
The New York Inquirer,S8JALB62,Cassey Cress,Won,MG Advanced,2017-07-05,2017-07-06,3508
Bluth Company,2HPCHBIL,Corliss Cosme,Lost,GTX Plus Pro,2017-07-05,2017-07-14,0
Plussunin,Q9JV7YXX,Daniell Hammack,Lost,GTX Plus Basic,2017-07-05,2017-07-16,0
Hottechi,J3N73B00,Darcel Schlecht,Won,GTXPro,2017-07-05,2017-08-29,4346
Kinnamplus,STG85Q0N,Donn Cantrell,Lost,GTX Basic,2017-07-05,2017-07-06,0
Xx-zobam,VMI5QYS3,Donn Cantrell,Lost,GTXPro,2017-07-05,2017-07-09,0
Umbrella Corporation,09W047QT,Donn Cantrell,Won,GTXPro,2017-07-05,2017-08-10,4565
Vehement Capital Partners,VXOZC2CN,Garret Kinder,Won,GTX Plus Basic,2017-07-05,2017-09-29,1319
Hottechi,JAMW5SWB,James Ascencio,Won,GTXPro,2017-07-05,2017-07-06,5157
Dontechi,WCKKFSVL,Jonathan Berthelot,Lost,MG Advanced,2017-07-05,2017-07-06,0
Globex Corporation,GVCWDG9Y,Jonathan Berthelot,Won,GTXPro,2017-07-05,2017-07-17,4213
,SXYJU7LC,Kami Bicknell,In Progress,GTX Basic,2017-07-05,,
Konex,UEXJN3Y6,Kami Bicknell,Won,GTX Plus Basic,2017-07-05,2017-07-12,1230
Dalttechnology,QP0QCP8Y,Kary Hendrixson,In Progress,GTX Plus Pro,2017-07-05,,
Sunnamplex,MCQGU5EA,Kary Hendrixson,Won,GTX Basic,2017-07-05,2017-07-15,443
Zoomit,M0IN22XH,Kary Hendrixson,Won,GTX Plus Basic,2017-07-05,2017-09-26,1043
dambase,8HWWW76K,Lajuana Vencill,Lost,GTX Basic,2017-07-05,2017-07-07,0
Groovestreet,707CQDQK,Markita Hansen,Lost,MG Special,2017-07-05,2017-08-23,0
Globex Corporation,4PTCB3CS,Marty Freudenburg,Lost,MG Advanced,2017-07-05,2017-07-13,0
Codehow,IEB855X8,Marty Freudenburg,Won,MG Advanced,2017-07-05,2017-08-08,3458
Zoomit,IDA8D96H,Maureen Marcano,Lost,GTX Plus Pro,2017-07-05,2017-07-13,0
Plusstrip,DLQNAOWB,Rosalina Dieter,Lost,MG Special,2017-07-05,2017-07-07,0
Kinnamplus,K7056XS7,Rosie Papadopoulos,In Progress,MG Advanced,2017-07-05,,
Kan-code,R9V8QAPK,Rosie Papadopoulos,Won,MG Special,2017-07-05,2017-07-14,58
Codehow,P6KXSJPD,Versie Hillebrand,Lost,MG Special,2017-07-05,2017-07-10,0
Hottechi,KM0RKC4Q,Vicki Laflamme,Lost,GTX Basic,2017-07-05,2017-07-06,0
Cheers,58TUIJ6D,Zane Levy,Lost,GTXPro,2017-07-05,2017-07-17,0
Y-corporation,BXOIQHTS,Zane Levy,Won,GTX Basic,2017-07-05,2017-09-20,658
Treequote,CC3B5DSU,Anna Snelling,Lost,GTX Plus Pro,2017-07-06,2017-07-16,0
Donware,GLM4XZLI,Cassey Cress,Lost,GTX Plus Pro,2017-07-06,2017-07-07,0
Plussunin,K8VBNOW9,Cassey Cress,Won,GTX Plus Pro,2017-07-06,2017-09-01,4791
Inity,3GEDSDVN,Cecily Lampkin,Won,GTX Basic,2017-07-06,2017-07-08,590
Isdom,R0ZYAJFM,Cecily Lampkin,Won,GTX Plus Pro,2017-07-06,2017-07-14,5629
,BRFZCNMP,Corliss Cosme,In Progress,GTX Plus Basic,2017-07-06,,
Vehement Capital Partners,R8X2RVQ2,Corliss Cosme,Lost,GTXPro,2017-07-06,2017-07-15,0
,E2KGQVEO,Daniell Hammack,In Progress,MG Advanced,2017-07-06,,
Massive Dynamic,DFG6OP8T,Daniell Hammack,Lost,GTX Plus Pro,2017-07-06,2017-07-18,0
Xx-zobam,JB4MECWM,Daniell Hammack,Lost,GTXPro,2017-07-06,2017-07-07,0
Streethex,CDGA1SD7,Darcel Schlecht,Won,GTXPro,2017-07-06,2017-09-12,4323
Treequote,SBILEY2W,Darcel Schlecht,Won,GTXPro,2017-07-06,2017-07-12,5085
Zotware,JMTKEPXF,Donn Cantrell,Won,MG Advanced,2017-07-06,2017-07-17,2996
Condax,937CNF5D,Garret Kinder,Won,GTXPro,2017-07-06,2017-07-14,4682
Sonron,EQ399D3M,Hayden Neloms,Won,MG Advanced,2017-07-06,2017-07-14,3250
Green-Plus,DOVNGYN4,Kami Bicknell,Lost,GTX Basic,2017-07-06,2017-07-12,0
Kan-code,A0IS9TWV,Kary Hendrixson,Lost,GTXPro,2017-07-06,2017-07-16,0
Kan-code,E7TDBIDS,Kary Hendrixson,Won,GTXPro,2017-07-06,2017-09-06,5323
Condax,TIFPUXSQ,Marty Freudenburg,Lost,GTX Basic,2017-07-06,2017-07-07,0
Funholding,LXDCC260,Marty Freudenburg,Won,GTX Plus Pro,2017-07-06,2017-07-07,5966
,81PWOUF0,Maureen Marcano,In Progress,GTXPro,2017-07-06,,
Labdrill,1Z72JRDI,Maureen Marcano,Won,MG Advanced,2017-07-06,2017-07-16,3452
Toughzap,XTBADYHW,Moses Frase,Lost,MG Special,2017-07-06,2017-07-17,0
Stanredtax,PPDU7OWD,Moses Frase,Lost,MG Advanced,2017-07-06,2017-07-13,0
Labdrill,CJ05Q2G5,Rosalina Dieter,Lost,GTX Basic,2017-07-06,2017-07-11,0
Faxquote,MON3JWUF,Vicki Laflamme,Won,GTX Basic,2017-07-06,2017-07-13,583
Ontomedia,SFMKU2FV,Violet Mclelland,Lost,MG Special,2017-07-06,2017-07-16,0
Goodsilron,9FH2VYQQ,Zane Levy,Lost,GTX Plus Basic,2017-07-06,2017-07-13,0
J-Texon,PMVKMS6A,Zane Levy,Won,GTX Basic,2017-07-06,2017-09-27,507
Inity,E62A05BH,Anna Snelling,Lost,GTX Basic,2017-07-07,2017-07-15,0
Rangreen,U3GCADFV,Anna Snelling,Lost,MG Special,2017-07-07,2017-07-13,0
,CFI2GXN1,Boris Faz,In Progress,GTXPro,2017-07-07,,
Betasoloin,611J0LEK,Boris Faz,Won,GTX Basic,2017-07-07,2017-07-09,574
Umbrella Corporation,5M5TW9RC,Cassey Cress,In Progress,GTX Plus Basic,2017-07-07,,
Opentech,ZWA2ES4F,Cassey Cress,Won,MG Special,2017-07-07,2017-09-07,48
Statholdings,LNT5B9XY,Cecily Lampkin,Lost,MG Special,2017-07-07,2017-07-17,0
Isdom,CPQ348W9,Cecily Lampkin,Won,GTX Basic,2017-07-07,2017-07-15,458
Codehow,UZ0MRAFU,Cecily Lampkin,Won,GTX Plus Pro,2017-07-07,2017-09-18,5455
Silis,VFO5EK6R,Corliss Cosme,Lost,GTX Basic,2017-07-07,2017-07-14,0
Kan-code,GE5SORJX,Corliss Cosme,Won,GTX Plus Pro,2017-07-07,2017-09-17,5666
Bluth Company,03O9FNTZ,Daniell Hammack,Won,GTX Plus Basic,2017-07-07,2017-07-09,1107
Acme Corporation,FIQIRK37,Daniell Hammack,Won,GTXPro,2017-07-07,2017-07-08,4089
Ontomedia,M6J6VNVQ,Donn Cantrell,Won,GTX Basic,2017-07-07,2017-09-08,498
Hatfan,S767XDO3,Elease Gluck,Lost,MG Advanced,2017-07-07,2017-09-07,0
Dontechi,ZPKCSV3R,Jonathan Berthelot,Won,MG Special,2017-07-07,2017-07-11,64
Xx-holding,CLA3RTMS,Kami Bicknell,Lost,MG Advanced,2017-07-07,2017-07-09,0
Conecom,K1K48OTP,Kary Hendrixson,In Progress,GTX Plus Pro,2017-07-07,,
Konex,OJWV4RT2,Kary Hendrixson,Lost,GTX Basic,2017-07-07,2017-07-09,0
Finjob,PMQCN4PR,Kary Hendrixson,Won,GTX Basic,2017-07-07,2017-07-09,565
Kan-code,CBIFB5BB,Kary Hendrixson,Won,GTX Basic,2017-07-07,2017-07-17,579
Hottechi,BSVZWUXR,Lajuana Vencill,Won,MG Special,2017-07-07,2017-09-11,56
Scotfind,PU2UJDTV,Markita Hansen,Won,GTXPro,2017-07-07,2017-09-05,4063
Inity,LN9NU0A8,Marty Freudenburg,Won,GTX Plus Basic,2017-07-07,2017-07-17,1193
Scottech,KD27RNU9,Moses Frase,Lost,GTX Basic,2017-07-07,2017-07-15,0
Betatech,FN50OJHN,Niesha Huffines,Won,GTX Plus Basic,2017-07-07,2017-07-11,1088
Xx-zobam,YA68AAQK,Reed Clapper,Lost,GTX Plus Basic,2017-07-07,2017-09-17,0
Xx-holding,90K2ZTKB,Rosalina Dieter,Won,MG Special,2017-07-07,2017-09-11,58
,YYTZSTL0,Rosie Papadopoulos,In Progress,GTX Plus Pro,2017-07-07,,
Golddex,1M0THQSZ,Vicki Laflamme,Lost,MG Advanced,2017-07-07,2017-07-09,0
Green-Plus,Y1GEH2EG,Vicki Laflamme,Won,GTX Plus Pro,2017-07-07,2017-07-13,4466
,ORM1IRQ2,Violet Mclelland,In Progress,MG Special,2017-07-07,,
Kinnamplus,593L4BNI,Violet Mclelland,Lost,GTX Basic,2017-07-07,2017-07-14,0
Xx-zobam,83EZC8YK,Violet Mclelland,Lost,MG Advanced,2017-07-07,2017-07-15,0
Gogozoom,4MTCQ31T,Anna Snelling,Won,MG Special,2017-07-08,2017-11-06,55
Finhigh,QU220OFI,Boris Faz,In Progress,GTX Basic,2017-07-08,,
Donware,TJYNW3C7,Cassey Cress,Lost,GTX Plus Basic,2017-07-08,2017-07-15,0
Konex,COGZW25D,Cassey Cress,Won,GTX Plus Basic,2017-07-08,2017-07-16,861
Acme Corporation,B3A6VXVQ,Corliss Cosme,In Progress,GTX Basic,2017-07-08,,
Plussunin,O83AR1CC,Corliss Cosme,Lost,MG Advanced,2017-07-08,2017-07-09,0
Umbrella Corporation,BOG3D6D7,Corliss Cosme,Won,GTXPro,2017-07-08,2017-07-19,5137
Betatech,J03H7OQF,Darcel Schlecht,Won,MG Special,2017-07-08,2017-07-16,54
Kinnamplus,DJXM9LIW,Donn Cantrell,Won,GTX Plus Basic,2017-07-08,2017-07-14,1020
Yearin,6XH71PH8,Donn Cantrell,Won,GTX Plus Basic,2017-07-08,2017-09-28,1136
Konex,AW1U6QKR,Donn Cantrell,Won,MG Special,2017-07-08,2017-07-14,55
Groovestreet,MAVEITJH,Elease Gluck,Won,GTXPro,2017-07-08,2017-09-09,5097
Kinnamplus,GUJNYTXN,Garret Kinder,Won,GTX Basic,2017-07-08,2017-07-09,483
,QKXCMJVB,James Ascencio,In Progress,GTX Basic,2017-07-08,,
Zoomit,ELLLRB7A,James Ascencio,Won,GTX Basic,2017-07-08,2017-08-29,587
Kan-code,F4EHCQIC,James Ascencio,Won,GTX Plus Pro,2017-07-08,2017-07-16,5284
Scottech,EHC9KQDN,Jonathan Berthelot,Lost,GTX Basic,2017-07-08,2017-07-09,0
Warephase,MBLFZPU2,Jonathan Berthelot,Lost,GTX Basic,2017-07-08,2017-09-12,0
Y-corporation,L0SOZL9A,Kary Hendrixson,Lost,MG Advanced,2017-07-08,2017-09-28,0
Green-Plus,00XBYXIB,Kary Hendrixson,Won,GTX Plus Basic,2017-07-08,2017-07-09,993
Groovestreet,ASN7OCWQ,Markita Hansen,Lost,GTX Basic,2017-07-08,2017-07-15,0
Finjob,SHS9HQX4,Maureen Marcano,Won,GTXPro,2017-07-08,2017-09-19,4642
Umbrella Corporation,JYEQFGS5,Reed Clapper,Lost,GTXPro,2017-07-08,2017-07-17,0
Kan-code,S9DVJGUO,Reed Clapper,Won,GTXPro,2017-07-08,2017-07-15,4530
Y-corporation,0YPN92QB,Rosalina Dieter,Lost,MG Special,2017-07-08,2017-07-10,0
Xx-zobam,UIA0FO51,Rosie Papadopoulos,Won,MG Advanced,2017-07-08,2017-07-09,3569
Hottechi,48J7F1A2,Vicki Laflamme,Won,MG Advanced,2017-07-08,2017-08-31,3276
,0D37PQA0,Violet Mclelland,In Progress,GTX Plus Basic,2017-07-08,,
Plussunin,D193SPY4,Violet Mclelland,In Progress,MG Special,2017-07-08,,
Mathtouch,SFIMNCPZ,Violet Mclelland,Lost,MG Advanced,2017-07-08,2017-07-10,0
Finjob,57NT8T8S,Zane Levy,Lost,GTX Basic,2017-07-08,2017-07-16,0
Green-Plus,7GLF1GBJ,Zane Levy,Lost,GTX Plus Basic,2017-07-08,2017-07-16,0
Doncon,YST07PM6,Zane Levy,Lost,GTX Plus Pro,2017-07-08,2017-07-17,0
Rantouch,HPU7RQG6,Zane Levy,Lost,GTX Plus Pro,2017-07-08,2017-07-15,0
Hatfan,6Z1XK6YR,Zane Levy,Lost,GTXPro,2017-07-08,2017-11-09,0
Kan-code,045D5MZO,Zane Levy,Won,GTX Plus Pro,2017-07-08,2017-07-17,5576
Genco Pura Olive Oil Company,K1UREXI5,Anna Snelling,Won,GTX Basic,2017-07-09,2017-09-16,460
Zathunicon,M7Y1LHHA,Boris Faz,Won,GTX Basic,2017-07-09,2017-07-16,457
,NK1B8YME,Cassey Cress,In Progress,GTX Plus Pro,2017-07-09,,
Silis,WP6SUIMC,Cassey Cress,Lost,MG Advanced,2017-07-09,2017-07-15,0
Gekko & Co,SGI5I4X1,Corliss Cosme,Won,GTX Basic,2017-07-09,2017-07-10,665
Zathunicon,U07VUUGP,Corliss Cosme,Won,GTX Plus Basic,2017-07-09,2017-07-15,1122
Umbrella Corporation,SEC6K7X2,Corliss Cosme,Won,GTX Plus Pro,2017-07-09,2017-07-18,5578
Betatech,OT26ZUZ7,Daniell Hammack,In Progress,GTXPro,2017-07-09,,
Rundofase,MXVBWIE5,Darcel Schlecht,Won,GTX Basic,2017-07-09,2017-09-08,460
Donware,794F5VJB,Donn Cantrell,Won,GTX Plus Basic,2017-07-09,2017-08-31,1133
Gekko & Co,TNEB1XNK,Donn Cantrell,Won,GTX Plus Basic,2017-07-09,2017-09-18,1194
Yearin,P60PIE95,Donn Cantrell,Won,GTX Plus Pro,2017-07-09,2017-09-16,5861
,HI9S2MRZ,Elease Gluck,In Progress,GTX Plus Basic,2017-07-09,,
Dontechi,QKOAWRXD,Gladys Colclough,Lost,GTX Basic,2017-07-09,2017-07-17,0
Stanredtax,NC7V5K1T,Gladys Colclough,Won,GTX Plus Basic,2017-07-09,2017-08-28,1194
Funholding,XTAPYDDI,Gladys Colclough,Won,GTXPro,2017-07-09,2017-07-11,4440
Cancity,0CTHPQGT,Jonathan Berthelot,Won,MG Special,2017-07-09,2017-07-19,53
Sonron,N9KFOKLS,Kami Bicknell,Lost,GTX Basic,2017-07-09,2017-07-14,0
Inity,02SSRMSA,Lajuana Vencill,Won,GTX Plus Basic,2017-07-09,2017-07-13,1192
Conecom,HBJPBF3P,Marty Freudenburg,Won,MG Special,2017-07-09,2017-09-01,54
Ron-tech,E6D2DBXF,Moses Frase,Lost,MG Advanced,2017-07-09,2017-07-13,0
Warephase,OUMM04QV,Moses Frase,Won,GTX Plus Pro,2017-07-09,2017-07-18,4651
Rangreen,TZQWGMG7,Niesha Huffines,Lost,GTX Plus Pro,2017-07-09,2017-07-19,0
Betatech,66KFPHBT,Niesha Huffines,Won,GTX Plus Pro,2017-07-09,2017-09-24,5944
Gekko & Co,WL4TLMUC,Reed Clapper,Lost,MG Advanced,2017-07-09,2017-07-17,0
Statholdings,6AO6E15O,Rosalina Dieter,In Progress,GTXPro,2017-07-09,,
,OW9OM3UO,Rosalina Dieter,In Progress,MG Advanced,2017-07-09,,
Green-Plus,HXMJ5048,Vicki Laflamme,Lost,MG Advanced,2017-07-09,2017-07-17,0
,CQYAMIQ3,Zane Levy,In Progress,GTXPro,2017-07-09,,
Domzoom,6178B4JM,Anna Snelling,Won,GTX Plus Basic,2017-07-10,2017-07-17,962
Silis,WC7KCJ2N,Boris Faz,Won,GTX Plus Basic,2017-07-10,2017-07-21,1063
Zencorporation,5GBVA3ZZ,Cassey Cress,Lost,MG Advanced,2017-07-10,2017-07-23,0
Gogozoom,B7WWPCO6,Cecily Lampkin,Lost,GTX Basic,2017-07-10,2017-07-23,0
Cancity,152DN1FE,Darcel Schlecht,Lost,GTX Plus Basic,2017-07-10,2017-07-12,0
Streethex,3NJHQZT6,Darcel Schlecht,Lost,MG Special,2017-07-10,2017-07-17,0
Domzoom,9GOWJ93R,Darcel Schlecht,Won,MG Advanced,2017-07-10,2017-09-03,2572
Globex Corporation,QAB3H9H5,Gladys Colclough,Lost,GTXPro,2017-07-10,2017-07-11,0
Warephase,9B9VDAFU,Gladys Colclough,Won,GTXPro,2017-07-10,2017-07-18,4631
Isdom,L9F6QP4P,Gladys Colclough,Won,MG Advanced,2017-07-10,2017-07-19,3230
Condax,1D5AYQO6,Hayden Neloms,Won,MG Special,2017-07-10,2017-07-19,59
Labdrill,6WR7JQ3C,James Ascencio,Won,MG Advanced,2017-07-10,2017-11-03,3624
Labdrill,Y2XXRYMX,Kami Bicknell,Lost,GTX Plus Basic,2017-07-10,2017-11-11,0
Golddex,Z9DK5289,Kami Bicknell,Lost,GTXPro,2017-07-10,2017-07-12,0
Hatfan,MN34I4DD,Kami Bicknell,Won,GTX Plus Pro,2017-07-10,2017-09-22,5848
Dalttechnology,9CQ6TMET,Kami Bicknell,Won,MG Special,2017-07-10,2017-07-11,42
Sunnamplex,N54HHLC4,Kary Hendrixson,Lost,GTX Plus Pro,2017-07-10,2017-07-12,0
Nam-zim,TPP1IGKV,Kary Hendrixson,Lost,GTXPro,2017-07-10,2017-07-17,0
Hatfan,9USDNUBL,Markita Hansen,Lost,GTX Plus Pro,2017-07-10,2017-08-29,0
Rangreen,Q82O5QTN,Marty Freudenburg,Lost,MG Advanced,2017-07-10,2017-07-12,0
Cancity,2HVDAY4L,Moses Frase,Lost,MG Special,2017-07-10,2017-07-21,0
Isdom,0FGWN6O0,Moses Frase,Won,GTX Basic,2017-07-10,2017-07-19,588
Zencorporation,FQXZBTEG,Reed Clapper,Lost,GTX Plus Basic,2017-07-10,2017-07-18,0
Yearin,8IGYTN3H,Reed Clapper,Won,MG Special,2017-07-10,2017-07-17,54
,QV3TAWDT,Rosie Papadopoulos,In Progress,GTXPro,2017-07-10,,
Singletechno,OTNZ5ZCN,Vicki Laflamme,Won,GTXPro,2017-07-10,2017-09-06,5099
,USJWM3F3,Violet Mclelland,In Progress,GTX Basic,2017-07-10,,
Plexzap,7O2ISWVB,Zane Levy,Lost,GTX Plus Pro,2017-07-10,2017-07-15,0
Konex,QUAD5082,Boris Faz,Lost,MG Advanced,2017-07-11,2017-07-21,0
,0T9KUEQ2,Cassey Cress,In Progress,GTX Plus Pro,2017-07-11,,
Scottech,P6H45Y25,Cecily Lampkin,Lost,GTX Basic,2017-07-11,2017-09-16,0
Treequote,28EVFB8G,Cecily Lampkin,Lost,GTX Plus Basic,2017-07-11,2017-07-13,0
Silis,VV5LDD24,Corliss Cosme,Lost,MG Advanced,2017-07-11,2017-07-13,0
Silis,SF3KBDJF,Daniell Hammack,Lost,GTXPro,2017-07-11,2017-08-18,0
Initech,DKUVKTIT,Daniell Hammack,Won,GTX Plus Pro,2017-07-11,2017-07-19,4881
Bioholding,OYUUU6B9,Darcel Schlecht,Lost,GTX Basic,2017-07-11,2017-11-09,0
Codehow,IIVNXACR,Darcel Schlecht,Lost,GTXPro,2017-07-11,2017-07-12,0
Stanredtax,OWBGBQ4G,Darcel Schlecht,Lost,GTXPro,2017-07-11,2017-07-18,0
Genco Pura Olive Oil Company,X2EH33CU,Gladys Colclough,Won,MG Advanced,2017-07-11,2017-07-12,2878
Xx-holding,GNT6EM5M,Hayden Neloms,Lost,MG Special,2017-07-11,2017-07-12,0
Finjob,U3ZMURXR,Hayden Neloms,Won,MG Advanced,2017-07-11,2017-09-08,3121
Golddex,4UTOXXV4,James Ascencio,Lost,GTX Plus Pro,2017-07-11,2017-07-12,0
Goodsilron,KHWG1W75,James Ascencio,Won,MG Special,2017-07-11,2017-07-18,57
Treequote,MWAW08I7,Jonathan Berthelot,Won,GTX Basic,2017-07-11,2017-07-12,576
Konmatfix,0QV1LRME,Jonathan Berthelot,Won,GTX Plus Basic,2017-07-11,2017-07-18,1258
Singletechno,63GAY8GB,Kami Bicknell,Lost,GTX Plus Basic,2017-07-11,2017-08-22,0
,JB3J080M,Kary Hendrixson,In Progress,GTX Plus Pro,2017-07-11,,
Doncon,GXHAIS33,Kary Hendrixson,Lost,GTX Basic,2017-07-11,2017-09-29,0
Hottechi,VBRZZAP8,Kary Hendrixson,Won,GTX Basic,2017-07-11,2017-07-20,491
Sunnamplex,JR76K5YA,Markita Hansen,Won,GTX Basic,2017-07-11,2017-08-23,494
Dalttechnology,Z3TX2K6F,Maureen Marcano,Lost,GTXPro,2017-07-11,2017-07-20,0
Zoomit,RGUC0V54,Maureen Marcano,Won,GTX Plus Basic,2017-07-11,2017-09-19,882
Konex,M93A8LTF,Reed Clapper,Won,GTX Plus Basic,2017-07-11,2017-07-20,1076
Cheers,CQW6TYOX,Rosalina Dieter,Lost,GTK 500,2017-07-11,2017-07-18,0
Dalttechnology,P7H8UY1P,Rosalina Dieter,Lost,MG Special,2017-07-11,2017-09-21,0
Zoomit,6XLFG3VK,Rosalina Dieter,Won,MG Special,2017-07-11,2017-07-19,57
